iter	Passed	Remaining
424	905	2504
425	907	2503
426	909	2500
427	911	2498
428	913	2496
429	916	2494
430	918	2492
431	920	2490
432	922	2489
433	924	2487
434	927	2485
435	929	2483
436	931	2481
437	933	2479
438	935	2477
439	937	2474
440	939	2472
441	941	2470
442	944	2467
443	946	2467
444	949	2466
445	951	2464
446	953	2462
447	955	2460
448	958	2458
449	960	2456
450	962	2454
451	964	2452
452	966	2450
453	969	2448
454	971	2446
455	973	2444
456	975	2441
457	977	2438
458	979	2436
459	981	2433
460	983	2431
461	985	2428
462	987	2425
463	988	2423
464	991	2421
465	993	2419
466	995	2417
467	997	2416
468	1000	2414
469	1002	2412
470	1004	2411
471	1007	2409
472	1009	2407
473	1011	2405
474	1013	2403
475	1016	2401
476	1018	2400
477	1020	2398
478	1025	2401
479	1027	2399
480	1029	2397
481	1031	2395
482	1034	2394
483	1036	2392
484	1038	2389
485	1040	2387
486	1042	2385
487	1045	2383
488	1047	2382
489	1050	2381
490	1052	2379
491	1054	2377
492	1057	2376
493	1060	2375
494	1062	2374
495	1065	2373
496	1067	2370
497	1069	2368
498	1071	2366
499	1073	2364
500	1075	2362
501	1078	2360
502	1080	2358
503	1082	2357
504	1085	2355
505	1087	2353
506	1089	2350
507	1091	2348
508	1093	2346
509	1096	2344
510	1098	2343
511	1101	2341
512	1103	2339
513	1105	2337
514	1107	2334
515	1109	2333
516	1112	2332
517	1115	2331
518	1117	2330
519	1120	2328
520	1123	2327
521	1125	2327
522	1127	2324
523	1129	2322
524	1132	2320
525	1136	2321
526	1137	2319
527	1140	2317
528	1142	2316
529	1145	2314
530	1147	2312
531	1150	2310
532	1152	2308
533	1154	2306
534	1155	2303
535	1157	2300
536	1159	2297
537	1161	2295
538	1164	2293
539	1166	2292
540	1185	2323
541	1188	2322
542	1190	2320
543	1192	2317
544	1195	2315
545	1197	2313
546	1199	2311
547	1201	2309
548	1204	2307
549	1206	2305
550	1208	2303
551	1211	2301
552	1213	2300
553	1216	2298
554	1218	2295
555	1219	2292
556	1221	2290
557	1223	2287
558	1225	2285
559	1228	2282
560	1230	2280
561	1232	2278
562	1234	2276
563	1236	2273
564	1238	2271
565	1240	2269
566	1242	2266
567	1244	2264
568	1247	2261
569	1249	2259
570	1251	2257
571	1253	2254
572	1255	2252
573	1257	2249
574	1259	2247
575	1261	2245
576	1264	2243
577	1266	2241
578	1268	2239
579	1270	2236
580	1272	2233
581	1274	2231
582	1276	2229
583	1278	2227
584	1281	2225
585	1283	2223
586	1286	2221
587	1288	2219
588	1290	2217
589	1292	2214
590	1294	2212
591	1296	2209
592	1298	2206
593	1300	2204
594	1302	2202
595	1304	2199
596	1306	2197
597	1308	2195
598	1311	2193
599	1313	2191
600	1315	2189
601	1318	2187
602	1320	2185
603	1323	2183
604	1325	2182
605	1327	2179
606	1329	2177
607	1331	2174
608	1333	2172
609	1335	2169
610	1337	2167
611	1339	2164
612	1341	2162
613	1343	2160
614	1345	2157
615	1347	2155
616	1349	2152
617	1351	2150
618	1354	2148
619	1356	2145
620	1358	2143
621	1360	2140
622	1362	2138
623	1364	2135
624	1365	2133
625	1368	2131
626	1370	2129
627	1373	2127
628	1375	2125
629	1377	2123
630	1380	2121
631	1382	2119
632	1384	2117
633	1386	2115
634	1388	2112
635	1390	2110
636	1392	2108
637	1395	2106
638	1397	2103
639	1399	2101
640	1401	2099
641	1403	2096
642	1405	2094
643	1407	2091
644	1409	2089
645	1412	2087
646	1414	2085
647	1416	2083
648	1418	2081
649	1420	2078
650	1423	2076
651	1425	2074
652	1427	2071
653	1429	2069
654	1431	2067
655	1433	2065
656	1435	2063
657	1437	2060
658	1440	2058
659	1442	2056
660	1444	2054
661	1447	2052
662	1449	2050
663	1451	2048
664	1453	2045
665	1455	2043
666	1457	2040
667	1459	2038
668	1461	2035
669	1463	2034
670	1466	2032
671	1468	2029
672	1470	2027
673	1472	2025
674	1474	2022
675	1476	2020
676	1478	2017
677	1480	2015
678	1482	2013
679	1484	2010
680	1486	2008
681	1488	2006
682	1490	2003
683	1493	2001
684	1494	1999
685	1496	1996
686	1498	1993
687	1500	1991
688	1503	1989
689	1505	1987
690	1507	1985
691	1509	1983
692	1511	1980
693	1513	1978
694	1515	1976
695	1517	1973
696	1520	1972
697	1522	1969
698	1525	1967
699	1527	1965
700	1529	1963
701	1531	1961
702	1533	1959
703	1536	1957
704	1537	1954
705	1540	1952
706	1542	1950
707	1544	1948
708	1546	1946
709	1548	1943
710	1551	1941
711	1553	1939
712	1555	1937
713	1557	1935
714	1560	1933
715	1562	1931
716	1564	1929
717	1566	1926
718	1568	1924
719	1570	1921
720	1572	1919
721	1574	1916
722	1576	1913
723	1578	1911
724	1580	1909
725	1582	1906
726	1584	1905
727	1586	1902
728	1589	1901
729	1591	1898
730	1593	1896
731	1595	1894
732	1597	1892
733	1600	1890
734	1602	1888
735	1604	1885
736	1607	1883
737	1609	1881
738	1611	1879
739	1613	1877
740	1615	1874
741	1617	1872
742	1619	1869
743	1621	1867
744	1623	1865
745	1626	1863
746	1628	1861
747	1631	1859
748	1633	1857
749	1635	1855
750	1637	1853
751	1640	1851
752	1642	1849
753	1644	1847
754	1647	1845
755	1648	1843
756	1650	1840
757	1652	1837
758	1654	1835
759	1656	1832
760	1658	1830
761	1660	1828
762	1662	1826
763	1665	1824
764	1667	1821
765	1669	1819
766	1671	1817
767	1673	1815
768	1675	1812
769	1677	1810
770	1680	1808
771	1682	1806
772	1684	1804
773	1687	1802
774	1689	1800
775	1691	1798
776	1693	1796
777	1695	1793
778	1698	1791
779	1700	1789
780	1702	1787
781	1704	1785
782	1706	1783
783	1709	1781
784	1711	1778
785	1713	1776
786	1715	1774
787	1717	1771
788	1718	1768
789	1720	1766
790	1722	1764
791	1725	1762
792	1727	1759
793	1729	1757
794	1731	1755
795	1732	1752
796	1735	1750
797	1736	1747
798	1739	1745
799	1741	1743
800	1743	1741
801	1744	1738
802	1746	1735
803	1748	1733
804	1750	1731
805	1752	1728
806	1755	1727
807	1757	1724
808	1759	1722
809	1762	1720
810	1764	1719
811	1767	1717
812	1769	1715
813	1771	1712
814	1774	1710
815	1776	1708
816	1778	1706
817	1780	1704
818	1782	1702
819	1784	1699
820	1786	1697
821	1788	1695
822	1790	1692
823	1792	1690
824	1794	1687
825	1796	1685
826	1798	1683
827	1800	1681
828	1802	1678
829	1804	1676
830	1806	1674
831	1809	1672
832	1811	1669
833	1813	1667
834	1815	1665
835	1817	1662
836	1819	1660
837	1821	1658
838	1823	1656
839	1825	1653
840	1827	1651
841	1829	1649
842	1831	1647
843	1833	1644
844	1835	1642
845	1838	1640
846	1840	1637
847	1841	1635
848	1843	1633
849	1846	1631
850	1848	1629
851	1850	1626
852	1852	1624
853	1854	1622
854	1856	1620
855	1858	1617
856	1860	1615
857	1862	1613
858	1864	1610
859	1867	1608
860	1869	1606
861	1871	1604
862	1873	1602
863	1875	1599
864	1877	1597
865	1879	1595
866	1881	1593
867	1883	1590
868	1885	1588
869	1887	1585
870	1889	1583
871	1891	1581
872	1893	1578
873	1895	1576
874	1897	1574
875	1899	1572
876	1901	1569
877	1903	1567
878	1905	1565
879	1907	1563
880	1909	1560
881	1911	1558
882	1913	1556
883	1915	1553
884	1917	1551
885	1919	1549
886	1921	1547
887	1924	1545
888	1926	1542
889	1928	1540
890	1930	1538
891	1932	1536
892	1934	1533
893	1936	1531
894	1938	1529
895	1940	1526
896	1942	1524
897	1944	1522
898	1946	1519
899	1948	1517
900	1950	1515
901	1952	1512
902	1954	1510
903	1956	1508
904	1958	1506
905	1960	1503
906	1962	1501
907	1964	1499
908	1966	1496
909	1968	1494
910	1970	1492
911	1972	1490
912	1974	1487
913	1976	1485
914	1978	1483
915	1980	1481
916	1982	1478
917	1984	1476
918	1987	1474
919	1989	1472
920	1991	1470
921	1993	1467
922	1995	1465
923	1997	1463
924	1999	1461
925	2001	1458
926	2003	1456
927	2005	1454
928	2007	1451
929	2009	1449
930	2011	1447
931	2013	1445
932	2015	1442
933	2017	1440
934	2019	1438
935	2021	1436
936	2023	1433
937	2025	1431
938	2027	1429
939	2030	1427
940	2032	1425
941	2034	1423
942	2036	1420
943	2038	1418
944	2039	1415
945	2042	1413
946	2044	1411
947	2045	1409
948	2047	1406
949	2049	1404
950	2051	1402
951	2053	1399
952	2055	1397
953	2057	1395
954	2059	1393
955	2062	1391
956	2064	1389
957	2066	1387
958	2069	1385
959	2071	1383
960	2073	1380
961	2075	1378
962	2078	1376
963	2080	1374
964	2082	1372
965	2084	1370
966	2086	1368
967	2089	1366
968	2091	1363
969	2093	1361
970	2094	1359
971	2096	1356
972	2099	1354
973	2101	1352
974	2103	1350
975	2105	1348
976	2108	1346
977	2110	1344
978	2112	1342
979	2114	1340
980	2116	1337
981	2119	1335
982	2121	1333
983	2124	1331
984	2126	1329
985	2127	1327
986	2130	1325
987	2132	1323
988	2134	1320
989	2136	1318
990	2138	1316
991	2140	1314
992	2143	1312
993	2145	1310
994	2147	1308
995	2149	1305
996	2151	1303
997	2153	1301
998	2156	1299
999	2158	1297
1000	2160	1294
1001	2162	1292
1002	2164	1290
1003	2166	1288
1004	2168	1285
1005	2170	1283
1006	2172	1281
1007	2174	1279
1008	2176	1276
1009	2178	1274
1010	2180	1272
1011	2181	1269
1012	2183	1267
1013	2186	1265
1014	2188	1263
1015	2190	1261
1016	2192	1258
1017	2194	1256
1018	2196	1254
1019	2198	1252
1020	2200	1250
1021	2202	1247
1022	2204	1245
1023	2206	1243
1024	2208	1241
1025	2211	1239
1026	2212	1236
1027	2215	1234
1028	2217	1232
1029	2219	1230
1030	2221	1228
1031	2223	1225
1032	2225	1223
1033	2227	1221
1034	2230	1219
1035	2232	1217
1036	2234	1215
1037	2236	1212
1038	2238	1210
1039	2240	1208
1040	2242	1206
1041	2245	1204
1042	2247	1202
1043	2249	1200
1044	2251	1197
1045	2253	1195
1046	2255	1193
1047	2257	1191
1048	2260	1189
1049	2262	1187
1050	2264	1185
1051	2267	1183
1052	2269	1181
1053	2271	1179
1054	2274	1176
1055	2276	1175
1056	2279	1173
1057	2281	1170
1058	2283	1168
1059	2286	1166
1060	2288	1164
1061	2290	1162
1062	2292	1160
1063	2295	1158
1064	2297	1156
1065	2299	1154
1066	2301	1151
1067	2303	1149
1068	2305	1147
1069	2308	1145
1070	2311	1143
1071	2313	1141
1072	2315	1139
1073	2318	1137
1074	2321	1135
1075	2323	1133
1076	2325	1131
1077	2328	1129
1078	2330	1127
1079	2333	1125
1080	2335	1123
1081	2337	1121
1082	2339	1119
1083	2342	1117
1084	2344	1114
1085	2346	1112
1086	2348	1110
1087	2350	1108
1088	2352	1106
1089	2355	1104
1090	2357	1102
1091	2359	1099
1092	2361	1097
1093	2364	1095
1094	2366	1093
1095	2368	1091
1096	2371	1089
1097	2373	1087
1098	2375	1085
1099	2378	1083
1100	2380	1081
1101	2383	1079
1102	2385	1077
1103	2388	1075
1104	2390	1073
1105	2392	1070
1106	2394	1068
1107	2396	1066
1108	2399	1064
1109	2401	1062
1110	2403	1060
1111	2405	1057
1112	2408	1055
1113	2410	1053
1114	2412	1051
1115	2415	1049
1116	2417	1047
1117	2420	1045
1118	2422	1043
1119	2424	1041
1120	2426	1039
1121	2428	1036
1122	2430	1034
1123	2433	1032
1124	2435	1030
1125	2437	1028
1126	2439	1026
1127	2441	1023
1128	2443	1021
1129	2446	1019
1130	2448	1017
1131	2450	1015
1132	2452	1013
1133	2455	1011
1134	2457	1009
1135	2460	1007
1136	2463	1005
1137	2465	1003
1138	2467	1000
1139	2469	998
1140	2472	996
1141	2474	994
1142	2477	992
1143	2479	990
1144	2481	988
1145	2483	986
1146	2486	984
1147	2488	981
1148	2491	979
1149	2493	977
1150	2495	975
1151	2497	973
1152	2499	971
1153	2501	968
1154	2504	966
1155	2506	964
1156	2508	962
1157	2510	960
1158	2513	958
1159	2515	956
1160	2517	954
1161	2520	952
1162	2522	950
1163	2524	947
1164	2527	946
1165	2531	944
1166	2533	942
1167	2536	940
1168	2538	938
1169	2540	935
1170	2542	933
1171	2544	931
1172	2546	929
1173	2548	927
1174	2551	924
1175	2553	922
1176	2556	920
1177	2558	918
1178	2561	916
1179	2563	914
1180	2565	912
1181	2567	910
1182	2569	908
1183	2572	905
1184	2574	903
1185	2576	901
1186	2578	899
1187	2581	897
1188	2583	895
1189	2586	893
1190	2588	891
1191	2590	888
1192	2593	886
1193	2595	884
1194	2597	882
1195	2599	880
1196	2602	878
1197	2604	876
1198	2606	874
1199	2609	871
1200	2611	869
1201	2613	867
1202	2616	865
1203	2618	863
1204	2620	861
1205	2622	859
1206	2625	856
1207	2627	854
1208	2629	852
1209	2632	850
1210	2634	848
1211	2636	846
1212	2638	844
1213	2641	842
1214	2643	839
1215	2646	837
1216	2648	835
1217	2650	833
1218	2652	831
1219	2655	829
1220	2657	827
1221	2659	824
1222	2662	822
1223	2664	820
1224	2666	818
1225	2669	816
1226	2671	814
1227	2674	812
1228	2676	810
1229	2678	807
1230	2680	805
1231	2682	803
1232	2684	801
1233	2686	799
1234	2688	796
1235	2690	794
1236	2693	792
1237	2695	790
1238	2697	788
1239	2699	785
1240	2702	783
1241	2704	781
1242	2706	779
1243	2708	777
1244	2711	775
1245	2713	773
1246	2715	770
1247	2718	768
1248	2719	766
1249	2722	764
1250	2724	762
1251	2726	760
1252	2728	757
1253	2730	755
1254	2732	753
1255	2734	751
1256	2737	749
1257	2739	746
1258	2741	744
1259	2742	742
1260	2745	740
1261	2747	737
1262	2749	735
1263	2751	733
1264	2753	731
1265	2755	729
1266	2757	727
1267	2759	724
1268	2761	722
1269	2763	720
1270	2765	718
1271	2767	715
1272	2769	713
1273	2771	711
1274	2773	709
1275	2776	707
1276	2778	704
1277	2780	702
1278	2782	700
1279	2784	698
1280	2786	696
1281	2788	693
1282	2790	691
1283	2792	689
1284	2795	687
1285	2797	685
1286	2799	682
1287	2801	680
1288	2803	678
1289	2805	676
1290	2807	674
1291	2809	671
1292	2811	669
1293	2814	667
1294	2816	665
1295	2818	663
1296	2820	661
1297	2822	658
1298	2824	656
1299	2826	654
1300	2829	652
1301	2831	650
1302	2833	647
1303	2834	645
1304	2837	643
1305	2839	641
1306	2841	639
1307	2843	636
1308	2845	634
1309	2847	632
1310	2849	630
1311	2851	628
1312	2853	625
1313	2855	623
1314	2857	621
1315	2859	619
1316	2861	617
1317	2863	614
1318	2865	612
1319	2867	610
1320	2869	608
1321	2871	606
1322	2874	603
1323	2876	601
1324	2878	599
1325	2880	597
1326	2882	595
1327	2884	593
1328	2887	590
1329	2889	588
1330	2891	586
1331	2893	584
1332	2895	582
1333	2897	579
1334	2899	577
1335	2901	575
1336	2903	573
1337	2905	571
1338	2907	568
1339	2909	566
1340	2911	564
1341	2913	562
1342	2915	560
1343	2917	557
1344	2920	555
1345	2922	553
1346	2924	551
1347	2926	549
1348	2928	547
1349	2930	544
1350	2933	542
1351	2935	540
1352	2937	538
1353	2939	536
1354	2940	533
1355	2943	531
1356	2945	529
1357	2947	527
1358	2949	525
1359	2951	523
1360	2953	520
1361	2955	518
1362	2957	516
1363	2959	514
1364	2961	512
1365	2963	509
1366	2965	507
1367	2967	505
1368	2969	503
1369	2971	501
1370	2973	498
1371	2975	496
1372	2977	494
1373	2980	492
1374	2982	490
1375	2984	488
1376	2986	485
1377	2988	483
1378	2990	481
1379	2992	479
1380	2995	477
1381	2997	474
1382	2999	472
1383	3000	470
1384	3003	468
1385	3004	466
1386	3006	463
1387	3008	461
1388	3010	459
1389	3012	457
1390	3014	455
1391	3016	452
1392	3018	450
1393	3020	448
1394	3022	446
1395	3025	444
1396	3027	442
1397	3029	439
1398	3031	437
1399	3033	435
1400	3035	433
1401	3037	431
1402	3039	428
1403	3041	426
1404	3043	424
1405	3045	422
1406	3047	420
1407	3049	418
1408	3051	415
1409	3053	413
1410	3055	411
1411	3057	409
1412	3059	407
1413	3061	404
1414	3063	402
1415	3065	400
1416	3067	398
1417	3069	396
1418	3071	393
1419	3073	391
1420	3075	389
1421	3077	387
1422	3079	385
1423	3081	383
1424	3083	380
1425	3085	378
1426	3087	376
1427	3089	374
1428	3091	372
1429	3093	369
1430	3095	367
1431	3097	365
1432	3099	363
1433	3114	362
1434	3116	360
1435	3119	358
1436	3121	356
1437	3123	354
1438	3125	351
1439	3127	349
1440	3128	347
1441	3131	345
1442	3132	343
1443	3135	340
1444	3137	338
1445	3139	336
1446	3141	334
1447	3142	332
1448	3144	329
1449	3146	327
1450	3148	325
1451	3150	323
1452	3152	321
1453	3154	318
1454	3156	316
1455	3158	314
1456	3160	312
1457	3162	310
1458	3164	307
1459	3165	305
1460	3167	303
1461	3169	301
1462	3171	299
1463	3173	297
1464	3175	294
1465	3177	292
1466	3179	290
1467	3182	288
1468	3183	286
1469	3186	283
1470	3188	281
1471	3190	279
1472	3191	277
1473	3194	275
1474	3195	273
1475	3197	270
1476	3200	268
1477	3202	266
1478	3203	264
1479	3205	262
1480	3208	259
1481	3210	257
1482	3212	255
1483	3214	253
1484	3216	251
1485	3218	249
1486	3219	246
1487	3221	244
1488	3223	242
1489	3225	240
1490	3227	238
1491	3229	235
1492	3231	233
1493	3233	231
1494	3235	229
1495	3237	227
1496	3239	225
1497	3241	222
1498	3243	220
1499	3245	218
1500	3247	216
1501	3249	214
1502	3251	211
1503	3253	209
1504	3255	207
1505	3257	205
1506	3259	203
1507	3261	201
1508	3263	198
1509	3265	196
1510	3267	194
1511	3269	192
1512	3271	190
1513	3273	188
1514	3275	185
1515	3277	183
1516	3279	181
1517	3281	179
1518	3283	177
1519	3285	175
1520	3287	172
1521	3289	170
1522	3291	168
1523	3293	166
1524	3295	164
1525	3297	162
1526	3299	159
1527	3301	157
1528	3304	155
1529	3306	153
1530	3308	151
1531	3310	149
1532	3312	146
1533	3314	144
1534	3316	142
1535	3318	140
1536	3320	138
1537	3322	136
1538	3324	133
1539	3326	131
1540	3328	129
1541	3330	127
1542	3332	125
1543	3334	123
1544	3336	120
1545	3338	118
1546	3340	116
1547	3343	114
1548	3345	112
1549	3347	110
1550	3349	107
1551	3351	105
1552	3353	103
1553	3355	101
1554	3357	99
1555	3359	97
1556	3361	94
1557	3363	92
1558	3365	90
1559	3367	88
1560	3369	86
1561	3371	84
1562	3373	82
1563	3375	79
1564	3377	77
1565	3378	75
1566	3381	73
1567	3383	71
1568	3385	69
1569	3387	66
1570	3388	64
1571	3390	62
1572	3392	60
1573	3394	58
1574	3396	56
1575	3398	53
1576	3400	51
1577	3402	49
1578	3404	47
1579	3406	45
1580	3408	43
1581	3410	40
1582	3412	38
1583	3414	36
1584	3416	34
1585	3418	32
1586	3421	30
1587	3423	28
1588	3425	25
1589	3427	23
1590	3429	21
1591	3431	19
1592	3433	17
1593	3435	15
1594	3437	12
1595	3439	10
1596	3441	8
1597	3443	6
1598	3446	4
1599	3447	2
1600	3450	0
