iter	Logloss
260	0.3349513655
261	0.3347747639
262	0.3345644264
263	0.3344624471
264	0.3342423122
265	0.3340663783
266	0.3338665985
267	0.3335699984
268	0.3333580051
269	0.3331426355
270	0.3329737241
271	0.3327926889
272	0.3327145783
273	0.3325031832
274	0.3322866656
275	0.3321457538
276	0.3319216643
277	0.3317987216
278	0.3316039243
279	0.3313107768
280	0.331133178
281	0.3308903584
282	0.3307017598
283	0.3305241876
284	0.3303394825
285	0.3301786627
286	0.330003704
287	0.329853183
288	0.329693507
289	0.3295299076
290	0.3293932751
291	0.3291199849
292	0.328969006
293	0.3287338538
294	0.3286318359
295	0.3285268256
296	0.3282589919
297	0.3281023253
298	0.3279994557
299	0.3278330556
300	0.3276318077
301	0.327458055
302	0.3273509697
303	0.3271693272
304	0.3270752414
305	0.3269253652
306	0.3268591814
307	0.3265361341
308	0.3263369828
309	0.3260596142
310	0.3259462053
311	0.3258907392
312	0.3257337973
313	0.3255358034
314	0.3253276124
315	0.3252196375
316	0.32492009
317	0.3248406393
318	0.3247550273
319	0.3245149302
320	0.3243352374
321	0.324205496
322	0.3240688243
323	0.3238497672
324	0.3236951606
325	0.3236054151
326	0.3231609524
327	0.3230177303
328	0.3228331019
329	0.3227201079
330	0.3225406471
331	0.3224241537
332	0.3222848421
333	0.3221192819
334	0.3219622624
335	0.3213993728
336	0.321265009
337	0.3210986441
338	0.3208370257
339	0.3206324522
340	0.3205474244
341	0.3204128974
342	0.3203108365
343	0.3201961244
344	0.3201435506
345	0.3200102626
346	0.3197414934
347	0.3195533365
348	0.3193470476
349	0.3191684773
350	0.3189017921
351	0.3188059594
352	0.3186800567
353	0.3184996698
354	0.3183712409
355	0.3182547851
356	0.3181348898
357	0.3179857843
358	0.317806762
359	0.3175325954
360	0.3174498639
361	0.3172125736
362	0.3170753879
363	0.3168295119
364	0.3167313026
365	0.316530325
366	0.3163115811
367	0.3162457778
368	0.316157349
369	0.315928897
370	0.3157239875
371	0.3155645034
372	0.3154303656
373	0.315355296
374	0.3151368324
375	0.3147597622
376	0.314596997
377	0.3144803654
378	0.3143129701
379	0.3142324433
380	0.3140919069
381	0.3138656593
382	0.3137108715
383	0.3135098671
384	0.313396445
385	0.3131977576
386	0.3130810364
387	0.3129503917
388	0.312877341
389	0.3127080965
390	0.3125890988
391	0.3125074629
392	0.312258275
393	0.3121344697
394	0.3120174662
395	0.3118187003
396	0.311685722
397	0.3115871161
398	0.3114383681
399	0.3112638136
400	0.3110963971
401	0.3109700455
402	0.3108233194
403	0.3107055999
404	0.3105987192
405	0.3104997647
406	0.3104758943
407	0.3102000735
408	0.3100853704
409	0.309865814
410	0.3097359278
411	0.3096209247
412	0.3095403879
413	0.3094302185
414	0.3093313952
415	0.3090887354
416	0.3089230622
417	0.308733159
418	0.3086566261
419	0.3085348282
420	0.3084561202
421	0.3082824118
422	0.3081988745
423	0.3081484545
424	0.3079677058
425	0.3078374024
426	0.3077432501
427	0.3075929291
428	0.3074972632
429	0.3073653284
430	0.3071519314
431	0.3070769532
432	0.3069237885
433	0.3066853232
434	0.3065364263
435	0.3064114803
436	0.3063523624
437	0.3062047127
438	0.3060567312
439	0.305913559
440	0.3058513024
441	0.3056538297
442	0.3053820132
443	0.3052396746
444	0.3050465314
445	0.3048750413
446	0.304702012
447	0.3045635353
448	0.3044446193
449	0.3043550176
450	0.3042487661
451	0.3041818325
452	0.3040927217
453	0.3039722846
454	0.3038897389
455	0.3037667867
456	0.3036837561
457	0.3035780035
458	0.3034117268
459	0.3031230733
460	0.3030569666
461	0.3029041112
462	0.3026875906
463	0.3025598016
464	0.302395796
465	0.3022007771
466	0.3018713182
467	0.301681537
468	0.3015390446
469	0.3014079593
470	0.3011134631
471	0.3009688767
472	0.3007731776
473	0.300566203
474	0.3004074252
475	0.3003122967
476	0.300144094
477	0.3000458761
478	0.2999680537
479	0.2998016019
480	0.2996414127
481	0.2994646504
482	0.2993677911
483	0.2992815785
484	0.2991957397
485	0.2991228551
486	0.2989052075
487	0.2988106864
488	0.2987530357
489	0.2986108519
490	0.2985748867
491	0.2984910855
492	0.2983395052
493	0.2981168671
494	0.2979967621
495	0.297918005
496	0.2978046886
497	0.2977625395
498	0.2976884101
499	0.2976267937
500	0.2974509376
501	0.2972980776
502	0.2972601436
503	0.2971979435
504	0.2971384347
505	0.2970371194
506	0.2968972288
507	0.2968379332
508	0.2966981708
509	0.2966191609
510	0.2964603022
511	0.296365182
512	0.2963314448
513	0.2962229889
514	0.2960789509
515	0.2959017363
516	0.2958004909
517	0.2956202998
518	0.2954997709
519	0.2953363009
520	0.2951346432
521	0.2950409813
522	0.2949609448
523	0.2948547919
524	0.294715978
525	0.2945993241
526	0.2945016065
527	0.2944732803
528	0.294242512
529	0.2941654059
530	0.2940136497
531	0.2939108469
532	0.2938587481
533	0.2937927757
534	0.2937462755
535	0.2936362974
536	0.2935864268
537	0.2934990517
538	0.2934549659
539	0.2933701832
540	0.2932954548
541	0.2931756698
542	0.2931244055
543	0.293095622
544	0.2930156075
545	0.2929024888
546	0.2928018619
547	0.2927362109
548	0.2926108103
549	0.2924602778
550	0.2922911016
551	0.2922129337
552	0.2921272735
553	0.2920469816
554	0.2918534755
555	0.2918254187
556	0.2917340808
557	0.2916578947
558	0.2914856038
559	0.2911417902
560	0.2910171664
561	0.2909188108
562	0.2907674938
563	0.2906015491
564	0.2904801458
565	0.290308544
566	0.2900996737
567	0.2899769196
568	0.2897739651
569	0.2896791799
570	0.2895987667
571	0.2895302612
572	0.2894657175
573	0.2893984309
574	0.2892337169
575	0.2891439014
576	0.2889905905
577	0.2889187868
578	0.2888207767
579	0.288737819
580	0.2886183504
581	0.2885319946
582	0.2884795398
583	0.2884188427
584	0.2883093432
585	0.2882306377
586	0.288115235
587	0.2880239992
588	0.2878952349
589	0.2878545494
590	0.2877895379
591	0.2876582119
592	0.2876282098
593	0.2874184906
594	0.2872327108
595	0.2871193991
596	0.2870524139
597	0.2868123308
598	0.2866056641
599	0.2864945953
600	0.2863371809
601	0.286227774
602	0.2861312872
603	0.2859903837
604	0.2857530287
605	0.2856615041
606	0.2855349119
607	0.2854772768
608	0.2854050153
609	0.2853400946
610	0.285221187
611	0.2850981956
612	0.2849610419
613	0.2848912513
614	0.2847782792
615	0.284603014
616	0.284450895
617	0.2843254778
618	0.2841963675
619	0.2840289306
620	0.2839531017
621	0.283849775
622	0.2836658397
623	0.2835660715
624	0.2835068159
625	0.2834143725
626	0.2832891748
627	0.2831842861
628	0.2828913438
629	0.2828322212
630	0.2827628863
631	0.2826992274
632	0.2825480838
633	0.2824040174
634	0.2821189126
635	0.2820469394
636	0.2819055629
637	0.2817586589
638	0.2817058465
639	0.2816435342
640	0.2815463649
641	0.2813762382
642	0.2812643467
643	0.2811966632
644	0.2811173243
645	0.2810640544
646	0.2809765535
647	0.2809090042
648	0.2808457011
649	0.2807872915
650	0.2806879599
651	0.2806286419
652	0.2805040915
653	0.2804523738
654	0.2804011686
655	0.2802833289
656	0.2802498008
657	0.2802117612
658	0.2800673066
659	0.2799138782
660	0.2798368442
661	0.2797093052
662	0.2796298431
663	0.2795230176
664	0.2794636539
665	0.2792541689
666	0.2792270338
667	0.2791640281
668	0.2790358311
669	0.2789281668
670	0.2788179842
671	0.2787693697
672	0.2787148646
673	0.2785842305
674	0.2784819854
675	0.2784655359
676	0.2783510844
677	0.2782541928
678	0.2781464266
679	0.278013641
680	0.2779795078
681	0.2778791802
682	0.2778139492
683	0.2777624328
684	0.2777129247
685	0.2775737122
686	0.2774614503
687	0.2772241277
688	0.277193624
689	0.2770173171
690	0.2769250599
691	0.2767667007
692	0.276660419
693	0.2764703801
694	0.2764227644
695	0.2762980363
696	0.2761484587
697	0.2760523059
698	0.2759397115
699	0.2757670493
700	0.2756381217
701	0.2752988757
702	0.2750998223
703	0.2750271478
704	0.27489932
705	0.2747375717
706	0.2745923892
707	0.2745092201
708	0.2744363123
709	0.2743515929
710	0.2742894346
711	0.2741104331
712	0.2739870472
713	0.27382391
714	0.2737439155
715	0.2736042757
716	0.2735113894
717	0.2734381406
718	0.2733664137
719	0.2732530431
720	0.2731063683
721	0.2729321305
722	0.2728765877
723	0.2727769248
724	0.2727096228
725	0.2726317773
726	0.2726021365
727	0.2725570546
728	0.2724358959
729	0.272371415
730	0.2722342535
731	0.2721693547
732	0.2721167877
733	0.2720677215
734	0.2719499479
735	0.2719264716
736	0.2718559589
737	0.2718153153
738	0.27172436
739	0.2716803564
740	0.271501339
741	0.271443849
742	0.2713999862
743	0.2713407066
744	0.2712378392
745	0.2711762646
746	0.2710736582
747	0.2710044329
748	0.2709086153
749	0.2707897922
750	0.270723169
751	0.2705944248
752	0.2704418279
753	0.2703412642
754	0.2702486045
755	0.2701490542
756	0.2700896725
757	0.2700193023
758	0.2698722567
759	0.2696270086
760	0.2695581455
761	0.2694114744
762	0.2693333008
763	0.2692024264
764	0.2690813462
765	0.2690011283
766	0.2688892211
767	0.268832441
768	0.2687499881
769	0.2685954523
770	0.2685103907
771	0.2684474619
772	0.2684017239
773	0.2683375274
774	0.2682551889
775	0.2681990494
776	0.2680499267
777	0.2679444999
778	0.2678643137
779	0.2678307045
780	0.2677413531
781	0.2676530017
782	0.2676023873
783	0.2675419988
784	0.2674032882
785	0.2673169568
786	0.2671616416
787	0.2670542309
788	0.2670066179
789	0.2669429794
790	0.266896551
791	0.2667731812
792	0.2667458669
793	0.266657468
794	0.2665742712
795	0.2665365279
796	0.2664702949
797	0.2662555282
798	0.2661885948
799	0.2661455367
800	0.2660435049
801	0.265938979
802	0.2659201424
803	0.2657593747
804	0.2657421115
805	0.2656800481
806	0.265572626
807	0.2654665023
808	0.2652957851
809	0.2651787171
810	0.2650406539
811	0.2649899334
812	0.2647414944
813	0.2646598153
814	0.264539118
815	0.2644792357
816	0.2643741829
817	0.2642912511
818	0.2642571656
819	0.264206612
820	0.264131941
821	0.2640911907
822	0.2640315076
823	0.2639270777
824	0.2638114175
825	0.2637075291
826	0.2636014279
827	0.2634457528
828	0.263331377
829	0.2632248188
830	0.2631624587
831	0.2631173386
832	0.2629711328
833	0.262922779
834	0.2628492417
835	0.2627087087
836	0.2626185003
837	0.2625746137
838	0.2625171822
839	0.2624367858
840	0.2623709593
841	0.2623354577
842	0.2622992863
843	0.2622680343
844	0.2621796296
845	0.2620151324
846	0.2618858504
847	0.2618666015
848	0.2618121522
849	0.2617488249
850	0.2616857724
851	0.2616509755
852	0.2615760174
853	0.2615230631
854	0.2613965452
855	0.2613387707
856	0.261239896
857	0.2611314272
858	0.2610884437
859	0.2609934523
860	0.2608439235
861	0.2608102161
862	0.2607717059
863	0.2607380717
864	0.2606221742
865	0.2605044087
866	0.2602965715
867	0.2601881994
868	0.2601331982
869	0.2600884092
870	0.2600257274
871	0.2599875336
872	0.259885054
873	0.2598314344
874	0.2597456731
875	0.2596854932
876	0.2595585892
877	0.2594481223
878	0.259377553
879	0.2593379376
880	0.2592886649
881	0.2592068212
882	0.2591552837
883	0.2590782584
884	0.2590622588
885	0.2589644855
886	0.2588776605
887	0.2588078383
888	0.2587542471
889	0.2586123561
890	0.2585559005
891	0.2584945993
892	0.2583692499
893	0.2583249602
894	0.2582513309
895	0.2581721035
896	0.2581379947
897	0.2580804317
898	0.2580588851
899	0.2579859241
900	0.2579674433
901	0.2579236888
902	0.257880174
903	0.2577989293
904	0.2577370805
905	0.2576996581
906	0.2576352442
907	0.2574374797
908	0.2573591736
909	0.2573353026
910	0.2572988111
911	0.2572109177
912	0.2571613845
913	0.2570936498
914	0.257040083
915	0.2569937848
916	0.2568221313
917	0.2567841321
918	0.256713284
919	0.2566363834
920	0.2565272287
921	0.2564454066
922	0.2563989512
923	0.2563147393
924	0.2561871941
925	0.2561196447
926	0.2560797226
927	0.2560408277
928	0.255966575
929	0.2558655115
930	0.2557799845
931	0.2556912481
932	0.2556704312
933	0.2556113323
934	0.2555493431
935	0.2554743211
936	0.2554131325
937	0.2553369804
938	0.2552131558
939	0.2551086596
940	0.2550455695
941	0.2548617025
942	0.2547999063
943	0.2547214596
944	0.2546521528
945	0.254578693
946	0.2544764129
947	0.2543175377
948	0.2542376317
949	0.2541683472
950	0.2541381544
951	0.2540857463
952	0.2539760117
953	0.2539268586
954	0.253869369
955	0.2537611985
956	0.2536371682
957	0.2535692372
958	0.2535594917
959	0.2535306462
960	0.2534745403
961	0.2534483714
962	0.2533173036
963	0.2532543068
964	0.2531217275
965	0.2529022357
966	0.252799055
967	0.252758606
968	0.2527092671
969	0.252615203
970	0.2525748139
971	0.2524700341
972	0.2523895204
973	0.2523166918
974	0.2522916069
975	0.2522551679
976	0.2521419041
977	0.2520899738
978	0.2519900451
979	0.2519074713
980	0.2518445729
981	0.2517912862
982	0.2516831274
983	0.2515778271
984	0.251529644
985	0.2514600883
986	0.2513953406
987	0.251296146
988	0.25121389
989	0.2511646197
990	0.2511199033
991	0.251016592
992	0.2509354902
993	0.2508819428
994	0.250800395
995	0.2507598788
996	0.2507095781
997	0.2505741616
998	0.2504867103
999	0.2503942235
1000	0.2503380436
1001	0.2501665544
1002	0.2500613132
1003	0.2500466061
1004	0.249999775
1005	0.2499493531
1006	0.2498930998
1007	0.2498408966
1008	0.2497988328
1009	0.249738973
1010	0.2497155858
1011	0.2496868777
1012	0.2496391257
1013	0.2495808267
1014	0.2494740366
1015	0.249386168
1016	0.2493553273
1017	0.2492845827
1018	0.2491791663
1019	0.2491256193
1020	0.2490668633
1021	0.2489989817
1022	0.2489183665
1023	0.2488246161
1024	0.2487624734
1025	0.2486391319
1026	0.2485895262
1027	0.2485505958
1028	0.2484061755
1029	0.2483138413
1030	0.2482834666
1031	0.2481405327
1032	0.2481105774
1033	0.2480658626
1034	0.2480407962
1035	0.2480188667
1036	0.2479616937
1037	0.2478741102
1038	0.2477855207
1039	0.2477351736
1040	0.2476887964
1041	0.2476471166
1042	0.2475315143
1043	0.2474766468
1044	0.2474103054
1045	0.2473629292
1046	0.2473026635
1047	0.2472281353
1048	0.2471477799
1049	0.2471150676
1050	0.247069598
1051	0.2469294224
1052	0.2468727652
1053	0.2468498037
1054	0.2467785915
1055	0.2467196709
1056	0.2466505848
1057	0.2466194425
1058	0.2464899397
1059	0.2464555763
1060	0.2464311856
1061	0.2462854481
1062	0.246213458
1063	0.2461455757
1064	0.2460686645
1065	0.2460340813
1066	0.2459806289
1067	0.2459266675
1068	0.2458651524
1069	0.2457700725
1070	0.2457497401
1071	0.2457119047
1072	0.2456563148
1073	0.2455881677
1074	0.2455498055
1075	0.2455252865
1076	0.245480382
1077	0.2454005032
1078	0.2453552176
1079	0.2452803143
1080	0.2452041932
1081	0.245168804
1082	0.2451310158
1083	0.2450564073
1084	0.2449069908
1085	0.2448290331
1086	0.2447829706
1087	0.2447237765
1088	0.2446929664
1089	0.2446214871
1090	0.2445571172
1091	0.244444722
1092	0.2444096316
1093	0.2442879822
1094	0.2442601692
1095	0.2441821685
1096	0.2441539507
1097	0.2441209579
1098	0.2440671266
1099	0.243994182
1100	0.2439496309
1101	0.2439113699
1102	0.2437476144
1103	0.2436821911
1104	0.2436679333
1105	0.2436270326
1106	0.2435314719
1107	0.2434347136
1108	0.2433977772
1109	0.2433411277
1110	0.243252369
1111	0.2431741902
1112	0.2431014646
1113	0.2430000905
1114	0.242911848
1115	0.2428243284
1116	0.2427966173
1117	0.2427571772
1118	0.2427248487
1119	0.2426935113
1120	0.2426037492
1121	0.2425333325
1122	0.2424577012
1123	0.2424355983
1124	0.2424027574
1125	0.2422645261
1126	0.2421492448
1127	0.2420999814
1128	0.2420271604
1129	0.2419827484
1130	0.241937846
1131	0.241810627
1132	0.2417401686
1133	0.2416710974
1134	0.2416260267
1135	0.241539188
1136	0.2414066964
1137	0.2413034854
1138	0.2412706553
1139	0.2412347704
1140	0.241190065
1141	0.2411648932
1142	0.2411165211
1143	0.241006566
1144	0.2409414693
1145	0.2409017626
1146	0.2408301716
1147	0.2407792337
1148	0.2406960223
1149	0.240644455
1150	0.2406204487
1151	0.2405746941
1152	0.2405078527
1153	0.2404419415
1154	0.2403508495
1155	0.2402926716
1156	0.2402630804
1157	0.2402382016
1158	0.2401963067
1159	0.2401476812
1160	0.2400729456
1161	0.2400419887
1162	0.2399854013
1163	0.2399362866
1164	0.2398701316
1165	0.2398394906
1166	0.2398133248
1167	0.2397768647
1168	0.2397075428
1169	0.2396617609
1170	0.2396293161
1171	0.2395594598
1172	0.2395270287
1173	0.2394922761
1174	0.2394657881
1175	0.2394361149
1176	0.239376113
1177	0.2392779372
1178	0.2392493844
1179	0.239205983
1180	0.2391767403
1181	0.239150236
1182	0.2390420892
1183	0.2389992476
1184	0.2389459698
1185	0.2388812865
1186	0.2388498024
1187	0.2387576659
1188	0.2386970709
1189	0.2386725962
1190	0.2386212646
1191	0.2385628711
1192	0.238523733
1193	0.2384162357
1194	0.2383407843
1195	0.2382952009
1196	0.2382774737
1197	0.23820976
1198	0.2381678312
1199	0.238123226
1200	0.2380185592
1201	0.2379903537
1202	0.2379343243
1203	0.2378967948
1204	0.2378270536
1205	0.2377690985
1206	0.2376602294
1207	0.2375868763
1208	0.2375297597
1209	0.2374753115
1210	0.2374540328
1211	0.2373303243
1212	0.2372534252
1213	0.2371912551
1214	0.2371431965
1215	0.2370500963
1216	0.2369564075
1217	0.2369236729
1218	0.236904376
1219	0.2368580477
1220	0.2367862947
1221	0.2367607601
1222	0.2366927066
1223	0.2366532785
1224	0.2366376517
1225	0.236590921
1226	0.2365604006
1227	0.236531575
1228	0.2364767997
1229	0.236373384
1230	0.2363248479
1231	0.2362655242
1232	0.2362266201
1233	0.2361173611
1234	0.2360355941
1235	0.2360038969
1236	0.2359678346
1237	0.2358375399
1238	0.2357750343
1239	0.2356863378
1240	0.235586289
1241	0.2355336902
1242	0.2355047227
1243	0.235455118
1244	0.2354353058
1245	0.2354138109
1246	0.2354065985
1247	0.2353531196
1248	0.2352785837
1249	0.2352401278
1250	0.235142288
1251	0.2350934036
1252	0.2350462897
1253	0.2350182167
1254	0.2349646507
1255	0.2348879188
1256	0.2348204965
1257	0.2347859531
1258	0.2347265236
1259	0.234697663
1260	0.2346632146
1261	0.2346303794
1262	0.2346173673
1263	0.2345656983
1264	0.2344967719
1265	0.2344294803
1266	0.2343790366
1267	0.234212878
1268	0.2341694996
1269	0.234116616
1270	0.2340759007
1271	0.2340197889
1272	0.2339192868
1273	0.2338667208
1274	0.2338355953
1275	0.2337974922
1276	0.2336671102
1277	0.2336287886
1278	0.2335955271
1279	0.2335522793
1280	0.2335429339
1281	0.233491832
1282	0.2333813688
1283	0.2333445981
1284	0.233301772
1285	0.2332832258
1286	0.2332467709
1287	0.2331746453
1288	0.2331480386
1289	0.2331040816
1290	0.2330692415
1291	0.2330309284
1292	0.2330221232
1293	0.2329809064
1294	0.2329298894
1295	0.2328717538
1296	0.2328324919
1297	0.2328233981
1298	0.2327698795
1299	0.2327169362
1300	0.2327090265
1301	0.2326047327
1302	0.2325582211
1303	0.2324511956
1304	0.2323701628
1305	0.2323009349
1306	0.2322463283
1307	0.2321574278
1308	0.2320296752
1309	0.2319872024
1310	0.2319414208
1311	0.2319073775
1312	0.231885949
1313	0.2318645287
1314	0.2318353792
1315	0.2317583173
1316	0.2316770537
1317	0.2316153353
1318	0.2315394298
1319	0.2314198359
1320	0.2314022345
1321	0.231342734
1322	0.2313126867
1323	0.231270063
1324	0.2311704426
1325	0.2311029903
1326	0.2309881671
1327	0.2309667884
1328	0.2309107243
1329	0.23080979
1330	0.2307530878
1331	0.2306611643
1332	0.2306031827
1333	0.2305675813
1334	0.2305014366
1335	0.2304779548
1336	0.2304508425
1337	0.2304281268
1338	0.2303173552
1339	0.2302849294
1340	0.2302528695
1341	0.2302164572
1342	0.2301760881
1343	0.2301408565
1344	0.2300901826
1345	0.2300211503
1346	0.2299715685
1347	0.2299442268
1348	0.2298627805
1349	0.229813719
1350	0.2297847183
1351	0.2297083113
1352	0.2296621505
1353	0.2296420163
1354	0.2296263935
1355	0.2295764324
1356	0.2295217784
1357	0.2294104596
1358	0.2293463422
1359	0.2293164578
1360	0.2292863446
1361	0.2292531917
1362	0.2292011437
1363	0.2291432829
1364	0.2291159577
1365	0.2290133468
1366	0.2289357091
1367	0.2288884661
1368	0.2288321958
1369	0.2288044755
1370	0.2287323895
1371	0.2287091394
1372	0.2286829714
1373	0.2285949859
1374	0.2285688442
1375	0.2285400465
1376	0.2284844327
1377	0.2284688896
1378	0.2284469629
1379	0.2284025672
1380	0.2283280861
1381	0.228287419
1382	0.2282221909
1383	0.228178786
1384	0.2281375106
1385	0.2281038602
1386	0.2279876764
1387	0.2279329558
1388	0.2278749466
1389	0.2278633666
1390	0.2278325993
1391	0.2277796783
1392	0.2277177373
1393	0.2276973661
1394	0.2276554422
1395	0.2276219179
1396	0.2275793845
1397	0.2275353628
1398	0.2275163804
1399	0.2274745551
1400	0.2274354814
1401	0.2274009358
1402	0.227342149
1403	0.2272817802
1404	0.227210383
1405	0.2271452248
1406	0.2270782069
1407	0.2270614607
1408	0.2270275156
1409	0.2269733053
1410	0.2269153824
1411	0.2268864258
1412	0.2268585284
1413	0.2268317132
1414	0.2267574048
1415	0.2266909029
1416	0.2266302286
1417	0.2266081472
1418	0.2265148937
1419	0.2264180747
1420	0.2263433182
1421	0.2263148025
1422	0.2262346898
1423	0.2262110173
1424	0.2261523456
1425	0.2261289644
1426	0.2260770711
1427	0.2259198685
1428	0.2258658931
1429	0.2258453917
1430	0.2258063388
1431	0.2257557086
1432	0.2257006301
1433	0.2256710924
1434	0.2256326614
1435	0.2255746868
1436	0.2255309778
1437	0.2255083509
1438	0.2254684084
1439	0.2254470128
1440	0.2253991266
1441	0.2253425925
1442	0.2252809865
1443	0.2252364729
1444	0.225222817
1445	0.225186344
1446	0.2251581557
1447	0.2251100011
1448	0.2250871678
1449	0.2249870494
1450	0.2249310843
1451	0.2249167313
1452	0.224879889
1453	0.2248302781
1454	0.2247996101
1455	0.2247828211
1456	0.2247383588
1457	0.2247043997
1458	0.2246879067
1459	0.2246569023
1460	0.224575725
1461	0.2245240467
1462	0.2244660603
1463	0.2244427887
1464	0.2243762648
1465	0.224341136
1466	0.2243113215
1467	0.2242812842
1468	0.2241879482
1469	0.2241544177
1470	0.2240783454
1471	0.224050028
1472	0.2240281753
1473	0.2240216861
1474	0.2239829639
1475	0.2239496728
1476	0.2238747029
1477	0.2238496126
1478	0.2238396889
1479	0.2238191388
1480	0.2237718781
1481	0.2237370179
1482	0.2236746791
1483	0.2236264439
1484	0.2235693384
1485	0.2235141586
1486	0.223483686
1487	0.2234343462
1488	0.2234120801
1489	0.2233832124
1490	0.223337682
1491	0.2232993866
1492	0.2232581056
1493	0.2232275741
1494	0.2231924281
1495	0.2231744463
1496	0.2230592043
1497	0.2230229544
1498	0.2229497909
1499	0.222840492
1500	0.2228014562
1501	0.2227887747
1502	0.2227631423
1503	0.2227084554
1504	0.2226635515
1505	0.2226129909
1506	0.2225243279
1507	0.2224263348
1508	0.2223936156
1509	0.2223583361
1510	0.2223256034
1511	0.2222894722
1512	0.2222488919
1513	0.2222265746
